date,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china
2021-05-22,1.0,3.0,25.0,30.0,16.0,46.0,38.0,6.0,1.0,56.0,14.0,8.0,8.0,12.0,17.0,44.0,14.0,2.0,1.0,3.0,2.0,48.0
2021-05-23,1.0,3.0,17.0,27.0,0.0,0.0,39.0,6.0,1.0,20.0,14.0,9.0,9.0,10.0,11.0,56.0,11.0,5.0,1.0,2.0,2.0,66.0
2021-05-24,1.0,4.0,23.0,29.0,5.0,0.0,62.0,6.0,2.0,27.0,13.0,7.0,6.0,29.0,10.0,45.0,20.0,3.0,2.0,2.0,2.0,34.0
2021-05-25,1.0,4.0,30.0,30.0,15.0,20.0,66.0,5.0,4.0,19.0,15.0,9.0,2.0,32.0,10.0,52.0,16.0,5.0,3.0,3.0,2.0,34.0
2021-05-26,1.0,4.0,21.0,28.0,0.0,20.0,67.0,5.0,2.0,4.0,14.0,12.0,3.0,30.0,5.0,45.0,9.0,9.0,1.0,3.0,2.0,39.0
2021-05-27,1.0,5.0,21.0,25.0,9.0,0.0,63.0,1.0,0.0,4.0,13.0,11.0,5.0,25.0,10.0,51.0,12.0,7.0,2.0,2.0,2.0,37.0
2021-05-28,1.0,4.0,22.0,24.0,14.0,0.0,54.0,2.0,4.0,27.0,13.0,7.0,3.0,18.0,10.0,50.0,16.0,2.0,3.0,2.0,2.0,23.0
2021-05-29,1.0,3.0,18.0,22.0,11.0,22.0,34.0,3.0,2.0,40.0,14.0,9.0,3.0,15.0,11.0,57.0,7.0,4.0,3.0,2.0,2.0,45.0
2021-05-30,1.0,3.0,15.0,18.0,27.0,0.0,34.0,2.0,2.0,51.0,14.0,10.0,5.0,13.0,0.0,50.0,17.0,5.0,2.0,3.0,3.0,28.0
2021-05-31,1.0,3.0,17.0,15.0,5.0,45.0,42.0,2.0,6.0,81.0,15.0,9.0,1.0,11.0,11.0,53.0,12.0,5.0,2.0,3.0,3.0,34.0
2021-06-01,1.0,4.0,20.0,16.0,5.0,0.0,65.0,5.0,5.0,27.0,14.0,5.0,6.0,23.0,5.0,47.0,21.0,4.0,1.0,3.0,2.0,33.0
2021-06-02,1.0,4.0,19.0,21.0,18.0,19.0,63.0,4.0,2.0,22.0,14.0,5.0,5.0,22.0,0.0,44.0,12.0,4.0,3.0,3.0,3.0,51.0
2021-06-03,1.0,4.0,17.0,23.0,28.0,0.0,62.0,2.0,1.0,22.0,14.0,7.0,4.0,23.0,15.0,56.0,19.0,5.0,3.0,3.0,3.0,29.0
2021-06-04,1.0,3.0,21.0,22.0,20.0,20.0,53.0,3.0,3.0,27.0,15.0,7.0,3.0,15.0,15.0,58.0,12.0,5.0,1.0,3.0,2.0,24.0
2021-06-05,1.0,3.0,23.0,21.0,5.0,0.0,35.0,3.0,1.0,61.0,18.0,7.0,3.0,9.0,6.0,65.0,16.0,18.0,1.0,4.0,2.0,48.0
2021-06-06,1.0,3.0,16.0,17.0,5.0,22.0,37.0,4.0,2.0,25.0,17.0,7.0,5.0,8.0,0.0,44.0,10.0,11.0,0.0,6.0,1.0,27.0
2021-06-07,1.0,3.0,25.0,18.0,23.0,19.0,58.0,1.0,1.0,22.0,17.0,16.0,1.0,11.0,15.0,47.0,14.0,8.0,1.0,4.0,2.0,31.0
2021-06-08,1.0,4.0,27.0,19.0,0.0,0.0,59.0,1.0,3.0,9.0,17.0,13.0,1.0,19.0,15.0,52.0,15.0,10.0,0.0,3.0,2.0,24.0
2021-06-09,1.0,3.0,23.0,21.0,14.0,20.0,59.0,1.0,1.0,22.0,16.0,10.0,6.0,29.0,0.0,59.0,17.0,7.0,2.0,3.0,3.0,39.0
2021-06-10,1.0,4.0,17.0,24.0,5.0,20.0,58.0,2.0,3.0,36.0,15.0,9.0,2.0,21.0,15.0,54.0,17.0,5.0,1.0,3.0,3.0,24.0
2021-06-11,1.0,4.0,19.0,24.0,5.0,20.0,53.0,2.0,1.0,9.0,16.0,10.0,6.0,18.0,15.0,60.0,16.0,3.0,1.0,3.0,3.0,22.0
2021-06-12,1.0,3.0,13.0,20.0,11.0,0.0,31.0,3.0,1.0,60.0,29.0,8.0,3.0,10.0,0.0,57.0,8.0,5.0,1.0,3.0,2.0,52.0
2021-06-13,1.0,3.0,11.0,19.0,5.0,43.0,35.0,4.0,4.0,44.0,36.0,10.0,5.0,8.0,5.0,64.0,13.0,3.0,2.0,3.0,2.0,26.0
2021-06-14,1.0,3.0,13.0,18.0,14.0,0.0,57.0,1.0,3.0,27.0,15.0,6.0,11.0,19.0,10.0,54.0,12.0,5.0,1.0,3.0,3.0,32.0
2021-06-15,1.0,3.0,20.0,19.0,19.0,20.0,54.0,4.0,7.0,22.0,14.0,13.0,7.0,18.0,0.0,50.0,15.0,3.0,2.0,3.0,3.0,27.0
2021-06-16,1.0,3.0,24.0,20.0,5.0,0.0,57.0,2.0,3.0,18.0,13.0,16.0,5.0,15.0,5.0,55.0,21.0,5.0,1.0,3.0,3.0,46.0
2021-06-17,1.0,3.0,22.0,18.0,10.0,0.0,52.0,1.0,2.0,23.0,15.0,9.0,6.0,11.0,5.0,57.0,14.0,8.0,1.0,3.0,4.0,26.0
2021-06-18,1.0,3.0,16.0,18.0,10.0,0.0,47.0,2.0,6.0,46.0,14.0,11.0,5.0,14.0,5.0,68.0,8.0,5.0,1.0,3.0,3.0,22.0
2021-06-19,1.0,3.0,15.0,15.0,5.0,0.0,32.0,2.0,2.0,71.0,15.0,9.0,4.0,8.0,17.0,51.0,12.0,2.0,2.0,2.0,3.0,46.0
2021-06-20,1.0,2.0,8.0,14.0,16.0,23.0,29.0,1.0,1.0,36.0,15.0,13.0,13.0,11.0,0.0,62.0,14.0,3.0,2.0,2.0,3.0,28.0
2021-06-21,1.0,3.0,16.0,13.0,5.0,20.0,53.0,0.0,5.0,18.0,14.0,11.0,6.0,13.0,15.0,54.0,17.0,3.0,0.0,2.0,2.0,29.0
2021-06-22,1.0,3.0,16.0,16.0,24.0,0.0,57.0,4.0,1.0,27.0,15.0,13.0,10.0,13.0,0.0,52.0,19.0,5.0,2.0,2.0,2.0,25.0
2021-06-23,1.0,3.0,17.0,19.0,14.0,40.0,59.0,2.0,5.0,18.0,14.0,9.0,5.0,14.0,5.0,52.0,17.0,5.0,1.0,2.0,2.0,40.0
2021-06-24,1.0,3.0,15.0,19.0,5.0,20.0,56.0,1.0,3.0,19.0,14.0,9.0,2.0,14.0,10.0,52.0,12.0,10.0,0.0,2.0,3.0,24.0
2021-06-25,1.0,3.0,13.0,17.0,10.0,0.0,45.0,3.0,1.0,14.0,16.0,10.0,3.0,15.0,10.0,62.0,22.0,5.0,1.0,3.0,3.0,21.0
2021-06-26,1.0,2.0,16.0,15.0,5.0,23.0,32.0,2.0,2.0,56.0,15.0,10.0,5.0,13.0,11.0,67.0,11.0,4.0,2.0,4.0,3.0,44.0
2021-06-27,1.0,3.0,11.0,13.0,6.0,23.0,34.0,2.0,5.0,15.0,15.0,9.0,9.0,9.0,11.0,57.0,19.0,0.0,1.0,4.0,2.0,57.0
2021-06-28,1.0,3.0,16.0,13.0,29.0,41.0,54.0,6.0,2.0,27.0,14.0,9.0,8.0,18.0,5.0,54.0,10.0,5.0,1.0,3.0,2.0,21.0
2021-06-29,1.0,3.0,14.0,16.0,10.0,61.0,55.0,3.0,0.0,27.0,14.0,8.0,7.0,19.0,10.0,59.0,22.0,2.0,2.0,3.0,2.0,20.0
2021-06-30,1.0,3.0,14.0,15.0,9.0,0.0,60.0,2.0,2.0,18.0,13.0,7.0,13.0,14.0,0.0,46.0,18.0,5.0,2.0,3.0,2.0,29.0
2021-07-01,1.0,3.0,13.0,14.0,18.0,19.0,53.0,4.0,6.0,13.0,14.0,6.0,8.0,17.0,0.0,55.0,12.0,2.0,4.0,4.0,2.0,34.0
2021-07-02,1.0,3.0,14.0,15.0,15.0,20.0,44.0,1.0,5.0,32.0,14.0,9.0,10.0,9.0,0.0,57.0,10.0,3.0,2.0,3.0,2.0,23.0
2021-07-03,1.0,3.0,14.0,13.0,0.0,45.0,30.0,2.0,2.0,70.0,15.0,11.0,3.0,10.0,0.0,59.0,13.0,2.0,0.0,3.0,2.0,47.0
2021-07-04,1.0,2.0,12.0,11.0,23.0,0.0,30.0,4.0,4.0,70.0,14.0,12.0,4.0,4.0,6.0,48.0,16.0,3.0,2.0,4.0,3.0,31.0
2021-07-05,1.0,3.0,18.0,10.0,11.0,0.0,37.0,6.0,7.0,47.0,15.0,16.0,4.0,5.0,0.0,57.0,17.0,7.0,1.0,3.0,2.0,31.0
2021-07-06,1.0,3.0,27.0,14.0,5.0,0.0,54.0,4.0,18.0,27.0,29.0,18.0,6.0,8.0,0.0,57.0,16.0,4.0,1.0,3.0,2.0,26.0
2021-07-07,1.0,3.0,17.0,14.0,14.0,58.0,54.0,3.0,16.0,13.0,16.0,19.0,3.0,14.0,0.0,49.0,19.0,6.0,1.0,3.0,2.0,38.0
2021-07-08,1.0,3.0,20.0,15.0,29.0,20.0,53.0,5.0,19.0,31.0,15.0,11.0,7.0,14.0,0.0,55.0,20.0,6.0,0.0,3.0,2.0,24.0
2021-07-09,1.0,3.0,18.0,16.0,5.0,0.0,45.0,2.0,14.0,23.0,15.0,11.0,7.0,16.0,0.0,58.0,11.0,3.0,1.0,3.0,3.0,21.0
2021-07-10,1.0,3.0,17.0,15.0,11.0,22.0,32.0,6.0,17.0,46.0,15.0,17.0,9.0,11.0,0.0,53.0,16.0,4.0,2.0,3.0,3.0,40.0
2021-07-11,1.0,3.0,16.0,14.0,5.0,22.0,32.0,8.0,9.0,55.0,15.0,31.0,8.0,13.0,5.0,48.0,25.0,3.0,2.0,4.0,2.0,27.0
2021-07-12,1.0,3.0,19.0,17.0,14.0,0.0,60.0,7.0,6.0,36.0,14.0,18.0,3.0,15.0,10.0,59.0,24.0,2.0,1.0,3.0,2.0,29.0
2021-07-13,1.0,4.0,17.0,22.0,14.0,0.0,59.0,4.0,4.0,14.0,15.0,12.0,9.0,12.0,5.0,52.0,15.0,7.0,0.0,3.0,2.0,24.0
2021-07-14,1.0,5.0,25.0,19.0,9.0,0.0,55.0,5.0,10.0,27.0,14.0,10.0,8.0,19.0,0.0,58.0,20.0,4.0,2.0,3.0,2.0,36.0
2021-07-15,1.0,6.0,17.0,19.0,10.0,20.0,53.0,4.0,7.0,27.0,13.0,11.0,3.0,20.0,5.0,59.0,10.0,1.0,1.0,3.0,2.0,24.0
2021-07-16,1.0,5.0,21.0,17.0,29.0,0.0,45.0,9.0,10.0,23.0,13.0,13.0,6.0,15.0,5.0,60.0,15.0,9.0,3.0,3.0,2.0,22.0
2021-07-17,1.0,3.0,15.0,17.0,27.0,0.0,31.0,4.0,13.0,40.0,14.0,14.0,6.0,12.0,17.0,58.0,16.0,4.0,0.0,3.0,2.0,42.0
2021-07-18,1.0,3.0,13.0,14.0,27.0,22.0,34.0,8.0,13.0,25.0,14.0,17.0,13.0,16.0,17.0,55.0,16.0,3.0,2.0,3.0,1.0,28.0
2021-07-19,1.0,3.0,25.0,16.0,5.0,0.0,57.0,8.0,17.0,27.0,13.0,21.0,11.0,13.0,0.0,47.0,15.0,4.0,1.0,2.0,2.0,31.0
2021-07-20,1.0,3.0,27.0,20.0,0.0,0.0,55.0,6.0,2.0,18.0,13.0,100.0,6.0,21.0,10.0,54.0,14.0,2.0,1.0,3.0,2.0,26.0
2021-07-21,1.0,3.0,17.0,16.0,24.0,20.0,60.0,9.0,15.0,22.0,13.0,64.0,7.0,15.0,5.0,50.0,15.0,2.0,1.0,3.0,2.0,48.0
2021-07-22,1.0,3.0,32.0,22.0,10.0,0.0,54.0,10.0,48.0,39.0,13.0,35.0,17.0,15.0,0.0,47.0,13.0,3.0,1.0,2.0,3.0,30.0
2021-07-23,1.0,3.0,29.0,23.0,28.0,0.0,41.0,8.0,22.0,37.0,13.0,32.0,17.0,17.0,6.0,42.0,16.0,8.0,0.0,2.0,3.0,24.0
2021-07-24,1.0,3.0,22.0,19.0,16.0,0.0,29.0,9.0,11.0,51.0,14.0,23.0,15.0,11.0,17.0,61.0,11.0,1.0,0.0,3.0,2.0,47.0
2021-07-25,1.0,2.0,21.0,19.0,27.0,0.0,33.0,10.0,7.0,51.0,14.0,21.0,12.0,20.0,5.0,51.0,11.0,6.0,0.0,3.0,2.0,34.0
2021-07-26,1.0,3.0,28.0,21.0,43.0,0.0,56.0,10.0,6.0,14.0,14.0,20.0,18.0,19.0,5.0,51.0,17.0,4.0,1.0,2.0,3.0,36.0
2021-07-27,1.0,3.0,27.0,24.0,24.0,20.0,64.0,14.0,6.0,27.0,13.0,21.0,10.0,21.0,15.0,43.0,17.0,3.0,1.0,3.0,3.0,39.0
2021-07-28,1.0,3.0,39.0,23.0,24.0,20.0,74.0,11.0,6.0,36.0,13.0,16.0,18.0,26.0,20.0,53.0,19.0,5.0,1.0,2.0,3.0,47.0
2021-07-29,1.0,3.0,32.0,25.0,38.0,0.0,59.0,15.0,0.0,22.0,14.0,16.0,11.0,21.0,0.0,55.0,19.0,4.0,1.0,2.0,3.0,43.0
2021-07-30,1.0,2.0,31.0,23.0,24.0,0.0,54.0,17.0,4.0,13.0,12.0,15.0,18.0,15.0,24.0,55.0,12.0,3.0,1.0,2.0,3.0,23.0
2021-07-31,1.0,2.0,27.0,23.0,53.0,44.0,37.0,15.0,4.0,64.0,13.0,15.0,15.0,19.0,11.0,58.0,16.0,3.0,1.0,3.0,2.0,49.0
2021-08-01,1.0,2.0,22.0,20.0,42.0,22.0,37.0,16.0,7.0,45.0,13.0,13.0,8.0,21.0,5.0,47.0,12.0,2.0,1.0,2.0,2.0,31.0
2021-08-02,1.0,2.0,37.0,22.0,33.0,0.0,58.0,12.0,4.0,27.0,12.0,11.0,19.0,32.0,15.0,51.0,24.0,3.0,0.0,2.0,1.0,34.0
2021-08-03,1.0,3.0,32.0,26.0,19.0,20.0,57.0,18.0,7.0,40.0,13.0,14.0,17.0,28.0,20.0,51.0,10.0,9.0,1.0,2.0,2.0,28.0
2021-08-04,1.0,3.0,45.0,27.0,29.0,20.0,63.0,15.0,3.0,9.0,13.0,13.0,14.0,32.0,15.0,59.0,17.0,5.0,1.0,2.0,2.0,46.0
2021-08-05,1.0,3.0,46.0,28.0,34.0,20.0,56.0,25.0,1.0,32.0,13.0,11.0,12.0,38.0,20.0,55.0,11.0,5.0,0.0,3.0,3.0,30.0
2021-08-06,1.0,2.0,37.0,26.0,20.0,0.0,45.0,19.0,3.0,42.0,13.0,16.0,18.0,29.0,15.0,56.0,16.0,3.0,2.0,3.0,3.0,24.0
2021-08-07,1.0,2.0,28.0,25.0,22.0,0.0,32.0,18.0,6.0,41.0,14.0,15.0,22.0,28.0,5.0,50.0,11.0,2.0,1.0,3.0,3.0,50.0
2021-08-08,1.0,2.0,38.0,22.0,54.0,0.0,31.0,26.0,0.0,41.0,14.0,14.0,17.0,25.0,17.0,49.0,17.0,6.0,1.0,3.0,2.0,30.0
2021-08-09,1.0,3.0,29.0,23.0,43.0,0.0,57.0,17.0,0.0,31.0,13.0,13.0,33.0,36.0,20.0,54.0,10.0,3.0,1.0,3.0,2.0,31.0
2021-08-10,1.0,3.0,39.0,28.0,15.0,0.0,57.0,23.0,6.0,51.0,13.0,11.0,55.0,29.0,20.0,40.0,16.0,9.0,0.0,3.0,2.0,28.0
2021-08-11,1.0,3.0,35.0,29.0,47.0,0.0,59.0,26.0,6.0,13.0,13.0,9.0,36.0,33.0,34.0,47.0,15.0,7.0,2.0,3.0,2.0,42.0
2021-08-12,1.0,3.0,30.0,27.0,68.0,0.0,53.0,24.0,2.0,32.0,12.0,10.0,42.0,31.0,10.0,47.0,20.0,5.0,1.0,3.0,3.0,24.0
2021-08-13,1.0,3.0,30.0,27.0,30.0,0.0,46.0,12.0,2.0,23.0,13.0,10.0,33.0,32.0,26.0,55.0,12.0,0.0,2.0,3.0,3.0,23.0
2021-08-14,1.0,2.0,30.0,28.0,43.0,45.0,32.0,19.0,1.0,36.0,14.0,11.0,36.0,31.0,11.0,47.0,12.0,6.0,0.0,3.0,3.0,54.0
2021-08-15,1.0,2.0,21.0,23.0,38.0,0.0,31.0,24.0,2.0,36.0,14.0,10.0,28.0,28.0,22.0,50.0,18.0,5.0,0.0,3.0,3.0,28.0
2021-08-16,1.0,3.0,39.0,23.0,54.0,20.0,54.0,18.0,10.0,9.0,12.0,6.0,49.0,18.0,5.0,42.0,12.0,1.0,1.0,4.0,10.0,34.0
2021-08-17,1.0,2.0,37.0,25.0,29.0,20.0,57.0,18.0,5.0,22.0,13.0,9.0,43.0,31.0,15.0,53.0,22.0,5.0,2.0,4.0,7.0,30.0
2021-08-18,1.0,2.0,43.0,28.0,62.0,0.0,59.0,16.0,2.0,31.0,12.0,8.0,45.0,33.0,15.0,50.0,14.0,3.0,1.0,3.0,5.0,52.0
2021-08-19,1.0,2.0,31.0,27.0,52.0,59.0,54.0,17.0,1.0,18.0,12.0,8.0,51.0,29.0,29.0,55.0,11.0,6.0,1.0,3.0,5.0,28.0
2021-08-20,1.0,2.0,29.0,30.0,38.0,0.0,54.0,21.0,2.0,41.0,12.0,9.0,39.0,37.0,20.0,54.0,14.0,2.0,1.0,3.0,6.0,23.0
2021-08-21,1.0,2.0,26.0,27.0,58.0,0.0,29.0,24.0,4.0,45.0,14.0,10.0,56.0,36.0,11.0,55.0,14.0,4.0,0.0,4.0,4.0,51.0
2021-08-22,1.0,2.0,27.0,24.0,53.0,0.0,31.0,23.0,1.0,36.0,14.0,10.0,49.0,30.0,5.0,47.0,18.0,6.0,0.0,5.0,4.0,27.0
2021-08-23,1.0,2.0,40.0,30.0,92.0,0.0,58.0,21.0,3.0,5.0,12.0,9.0,55.0,38.0,15.0,45.0,20.0,5.0,0.0,3.0,3.0,28.0
2021-08-24,1.0,2.0,32.0,32.0,31.0,43.0,60.0,27.0,7.0,5.0,12.0,10.0,72.0,42.0,5.0,48.0,12.0,2.0,0.0,3.0,4.0,22.0
2021-08-25,2.0,2.0,32.0,29.0,38.0,20.0,59.0,24.0,2.0,22.0,12.0,10.0,62.0,36.0,20.0,50.0,8.0,4.0,0.0,3.0,3.0,45.0
2021-08-26,1.0,3.0,32.0,29.0,59.0,20.0,57.0,27.0,2.0,37.0,12.0,8.0,77.0,40.0,15.0,57.0,16.0,12.0,0.0,4.0,8.0,24.0
2021-08-27,1.0,3.0,29.0,27.0,58.0,41.0,50.0,19.0,3.0,23.0,12.0,8.0,67.0,28.0,15.0,58.0,11.0,4.0,1.0,4.0,9.0,21.0
2021-08-28,1.0,3.0,21.0,25.0,80.0,45.0,32.0,18.0,5.0,46.0,14.0,12.0,55.0,25.0,22.0,50.0,4.0,3.0,1.0,3.0,5.0,54.0
2021-08-29,1.0,2.0,25.0,21.0,79.0,0.0,34.0,15.0,0.0,40.0,13.0,12.0,48.0,22.0,16.0,52.0,15.0,2.0,0.0,3.0,5.0,24.0
2021-08-30,1.0,2.0,29.0,23.0,42.0,20.0,59.0,19.0,4.0,18.0,11.0,10.0,67.0,21.0,10.0,45.0,18.0,3.0,0.0,3.0,5.0,33.0
2021-08-31,1.0,2.0,33.0,23.0,53.0,0.0,62.0,19.0,5.0,23.0,12.0,10.0,83.0,24.0,10.0,50.0,14.0,5.0,2.0,3.0,9.0,24.0
2021-09-01,1.0,2.0,32.0,24.0,52.0,20.0,60.0,15.0,2.0,9.0,12.0,8.0,40.0,32.0,10.0,48.0,12.0,6.0,1.0,3.0,7.0,52.0
2021-09-02,1.0,2.0,23.0,23.0,20.0,42.0,58.0,18.0,2.0,28.0,12.0,6.0,100.0,27.0,0.0,61.0,24.0,11.0,0.0,2.0,4.0,24.0
2021-09-03,1.0,2.0,26.0,20.0,72.0,0.0,54.0,20.0,2.0,44.0,12.0,9.0,90.0,22.0,11.0,53.0,13.0,4.0,0.0,2.0,3.0,22.0
2021-09-04,1.0,2.0,24.0,22.0,59.0,0.0,37.0,20.0,0.0,39.0,14.0,11.0,95.0,19.0,12.0,41.0,12.0,2.0,0.0,2.0,3.0,53.0
2021-09-05,1.0,1.0,15.0,17.0,64.0,0.0,36.0,24.0,5.0,77.0,14.0,9.0,70.0,22.0,6.0,50.0,13.0,3.0,1.0,3.0,3.0,27.0
2021-09-06,1.0,2.0,15.0,15.0,44.0,0.0,37.0,27.0,6.0,41.0,14.0,8.0,73.0,18.0,0.0,43.0,14.0,1.0,1.0,2.0,3.0,35.0
2021-09-07,1.0,2.0,23.0,16.0,30.0,0.0,62.0,17.0,2.0,23.0,12.0,7.0,69.0,28.0,21.0,45.0,18.0,7.0,1.0,2.0,3.0,24.0
2021-09-08,1.0,2.0,25.0,20.0,29.0,0.0,68.0,24.0,5.0,5.0,11.0,8.0,72.0,36.0,10.0,50.0,17.0,10.0,0.0,2.0,3.0,54.0
2021-09-09,1.0,2.0,26.0,22.0,25.0,0.0,66.0,16.0,1.0,10.0,12.0,9.0,70.0,27.0,5.0,53.0,12.0,10.0,1.0,3.0,10.0,24.0
2021-09-10,1.0,2.0,29.0,25.0,20.0,43.0,63.0,18.0,5.0,24.0,12.0,10.0,54.0,38.0,22.0,53.0,15.0,10.0,0.0,3.0,12.0,22.0
2021-09-11,1.0,1.0,23.0,22.0,45.0,0.0,33.0,12.0,4.0,11.0,13.0,7.0,33.0,19.0,6.0,48.0,18.0,5.0,0.0,4.0,5.0,58.0
2021-09-12,1.0,1.0,15.0,17.0,55.0,23.0,40.0,21.0,5.0,26.0,14.0,7.0,36.0,21.0,17.0,50.0,16.0,3.0,0.0,4.0,4.0,26.0
2021-09-13,1.0,2.0,28.0,21.0,25.0,63.0,68.0,18.0,2.0,10.0,12.0,9.0,47.0,39.0,10.0,45.0,14.0,6.0,1.0,3.0,5.0,32.0
2021-09-14,1.0,2.0,22.0,23.0,25.0,41.0,66.0,18.0,1.0,23.0,12.0,11.0,43.0,36.0,5.0,45.0,20.0,5.0,0.0,3.0,4.0,24.0
2021-09-15,1.0,2.0,26.0,21.0,25.0,20.0,69.0,19.0,3.0,14.0,12.0,10.0,34.0,35.0,5.0,46.0,19.0,8.0,1.0,3.0,3.0,58.0
2021-09-16,1.0,2.0,24.0,21.0,60.0,41.0,66.0,18.0,7.0,28.0,15.0,12.0,37.0,27.0,10.0,48.0,12.0,6.0,0.0,2.0,3.0,27.0
2021-09-17,1.0,3.0,20.0,20.0,26.0,0.0,62.0,11.0,3.0,29.0,13.0,10.0,59.0,39.0,21.0,56.0,18.0,7.0,3.0,2.0,3.0,23.0
2021-09-18,1.0,2.0,12.0,17.0,51.0,0.0,35.0,14.0,2.0,48.0,16.0,9.0,44.0,20.0,12.0,60.0,10.0,4.0,0.0,2.0,3.0,50.0
2021-09-19,1.0,2.0,19.0,16.0,28.0,23.0,39.0,21.0,4.0,26.0,15.0,11.0,28.0,28.0,12.0,58.0,10.0,5.0,0.0,2.0,3.0,30.0
2021-09-20,1.0,2.0,22.0,19.0,15.0,20.0,66.0,14.0,5.0,14.0,12.0,9.0,30.0,35.0,20.0,53.0,18.0,5.0,0.0,2.0,3.0,38.0
2021-09-21,1.0,2.0,17.0,19.0,45.0,21.0,75.0,15.0,5.0,38.0,12.0,12.0,39.0,29.0,5.0,54.0,14.0,12.0,1.0,2.0,3.0,35.0
2021-09-22,2.0,2.0,16.0,19.0,39.0,20.0,72.0,14.0,0.0,32.0,12.0,9.0,40.0,33.0,10.0,51.0,16.0,14.0,1.0,2.0,3.0,43.0
2021-09-23,2.0,2.0,18.0,18.0,25.0,20.0,64.0,11.0,5.0,42.0,12.0,8.0,27.0,26.0,15.0,47.0,17.0,9.0,1.0,2.0,3.0,36.0
2021-09-24,2.0,2.0,16.0,17.0,46.0,22.0,60.0,12.0,1.0,39.0,12.0,10.0,27.0,33.0,0.0,65.0,14.0,3.0,0.0,2.0,3.0,26.0
2021-09-25,2.0,1.0,20.0,17.0,34.0,24.0,36.0,12.0,2.0,37.0,14.0,9.0,25.0,19.0,24.0,39.0,10.0,4.0,1.0,3.0,2.0,23.0
2021-09-26,2.0,1.0,15.0,12.0,28.0,46.0,40.0,9.0,6.0,26.0,14.0,8.0,7.0,15.0,29.0,48.0,6.0,5.0,0.0,3.0,2.0,22.0
2021-09-27,2.0,2.0,18.0,15.0,19.0,20.0,74.0,14.0,1.0,32.0,13.0,9.0,24.0,35.0,0.0,46.0,17.0,5.0,2.0,2.0,3.0,22.0
2021-09-28,2.0,2.0,18.0,18.0,35.0,20.0,76.0,14.0,0.0,32.0,12.0,9.0,24.0,26.0,15.0,50.0,18.0,11.0,0.0,2.0,3.0,30.0
2021-09-29,2.0,2.0,21.0,18.0,34.0,0.0,70.0,10.0,3.0,19.0,12.0,11.0,22.0,23.0,10.0,42.0,15.0,8.0,0.0,2.0,3.0,56.0
2021-09-30,1.0,2.0,23.0,18.0,15.0,0.0,69.0,12.0,3.0,5.0,12.0,9.0,19.0,33.0,42.0,53.0,20.0,8.0,0.0,2.0,3.0,22.0
2021-10-01,1.0,2.0,17.0,17.0,66.0,43.0,60.0,7.0,3.0,48.0,13.0,12.0,22.0,28.0,0.0,58.0,15.0,4.0,0.0,2.0,3.0,23.0
2021-10-02,1.0,1.0,11.0,16.0,44.0,23.0,36.0,13.0,2.0,57.0,15.0,10.0,25.0,26.0,6.0,53.0,11.0,2.0,1.0,2.0,2.0,22.0
